node_id,round,packet_rate,energy_remaining,energy_consumed_uJ,is_cluster_head,x_pos,y_pos,label,dist_to_ch,dist_to_bs,simulation_time,adv_ch_sent,adv_ch_rcvd,join_req_sent,join_req_rcvd,sch_sent,sch_rcvd,data_sent,data_rcvd,data_sent_bs,send_rcv_ratio,nbr_1_status,nbr_2_status,nbr_3_status,nbr_4_status,nbr_5_status,layer1_flagged
51.0,1.0,50.6345,96.1431,3.85691,1.0,96.392,73.3071,0.0,28.3584,51.9176,1.0,1.0,7.0,0.0,4.0,1.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0
52.0,1.0,16.7332,97.459,2.541,0.0,3.47166,35.4897,0.0,3.8805,48.7385,1.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
53.0,1.0,49.4974,97.9586,2.04137,0.0,57.1975,86.9699,0.0,7.67845,37.664,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
54.0,1.0,45.3876,98.4907,1.50929,0.0,76.5475,28.6161,0.0,8.16935,34.0888,1.0,1.0,2.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
55.0,1.0,66.9641,97.5073,2.49265,0.0,80.973,58.9586,0.0,9.63122,32.2426,1.0,0.0,2.0,1.0,0.0,0.0,1.0,7.0,7.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
56.0,1.0,34.9091,97.7668,2.23323,0.0,48.0779,9.94441,0.0,17.166,40.1017,1.0,0.0,4.0,1.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
57.0,1.0,70.7937,98.3979,1.60211,0.0,41.7693,24.6872,0.0,11.1502,26.6173,1.0,0.0,1.0,1.0,0.0,0.0,1.0,8.0,8.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
58.0,1.0,69.7679,97.4499,2.55007,0.0,96.9411,46.1074,0.0,16.0213,47.1023,1.0,0.0,2.0,1.0,0.0,0.0,1.0,7.0,7.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
59.0,1.0,61.5495,98.8319,1.1681,0.0,69.579,88.5073,0.0,20.1444,43.199,1.0,0.0,5.0,1.0,0.0,0.0,1.0,7.0,7.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
60.0,1.0,13.7364,97.6108,2.38921,0.0,90.4494,5.17785,0.0,14.8611,60.3753,1.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
61.0,1.0,63.2404,98.3927,1.60734,1.0,3.19069,39.36,0.0,15.3449,48.0034,1.0,1.0,9.0,0.0,6.0,1.0,0.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0
62.0,1.0,49.9234,98.016,1.98396,0.0,84.8745,70.3243,0.0,11.8975,40.3647,1.0,0.0,3.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
63.0,1.0,58.5369,96.9659,3.03414,0.0,19.3766,51.0087,0.0,14.9224,30.64,1.0,0.0,3.0,1.0,0.0,0.0,1.0,6.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
64.0,1.0,13.6213,97.3562,2.64376,0.0,70.2084,9.38396,0.0,13.5735,45.3657,1.0,1.0,6.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
65.0,1.0,41.2591,98.6317,1.36827,0.0,80.3971,71.4074,0.0,16.1073,37.1788,1.0,0.0,3.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
66.0,1.0,52.3223,98.8883,1.11167,0.0,67.5847,33.7578,0.0,11.2378,23.938,1.0,0.0,5.0,1.0,0.0,0.0,1.0,6.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
67.0,1.0,47.3089,98.7791,1.22086,0.0,36.0668,49.2631,0.0,18.6098,13.9526,1.0,0.0,3.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
68.0,1.0,38.1907,97.6112,2.38881,0.0,12.1577,15.8518,0.0,13.5849,50.9719,1.0,0.0,4.0,1.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
69.0,1.0,71.8183,98.096,1.90402,0.0,62.2192,19.0265,0.0,9.31049,33.2967,1.0,0.0,4.0,1.0,0.0,0.0,1.0,8.0,8.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
70.0,1.0,14.8417,97.363,2.63697,0.0,68.4439,82.766,0.0,19.2847,37.6004,1.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
71.0,1.0,58.9336,96.8427,3.15726,1.0,95.1762,19.2672,0.0,24.7886,54.6388,1.0,1.0,9.0,0.0,3.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
72.0,1.0,20.274,97.5939,2.40608,0.0,94.0611,66.0155,0.0,7.65514,46.8815,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
73.0,1.0,43.1313,96.5023,3.49767,0.0,65.5711,47.5572,0.0,15.7765,15.7616,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
74.0,1.0,46.5016,98.1467,1.85327,0.0,11.509,9.06055,0.0,18.1505,56.1925,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
75.0,1.0,10.9523,97.9198,2.08018,0.0,45.8408,59.3371,0.0,20.9818,10.2215,1.0,0.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
76.0,1.0,50.9756,98.032,1.96798,0.0,64.2375,13.065,0.0,11.7895,39.584,1.0,0.0,1.0,1.0,0.0,0.0,1.0,6.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
77.0,1.0,33.833,97.5903,2.40969,0.0,65.4655,94.1589,0.0,17.6637,46.7888,1.0,1.0,6.0,1.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
78.0,1.0,67.6561,99.1826,0.817444,0.0,4.34297,87.5546,0.0,23.6242,59.1178,1.0,0.0,1.0,1.0,0.0,0.0,1.0,7.0,7.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
79.0,1.0,52.1652,97.2744,2.72561,0.0,64.6474,8.75378,0.0,15.4179,43.7698,1.0,0.0,5.0,1.0,0.0,0.0,1.0,6.0,6.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
80.0,1.0,26.5918,98.3023,1.69774,0.0,29.2898,91.0806,0.0,20.7454,46.0058,1.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
81.0,1.0,74.4047,98.2853,1.71473,1.0,7.2008,64.1039,0.0,18.3366,45.0632,1.0,1.0,7.0,0.0,6.0,1.0,0.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0
82.0,1.0,75.092,96.8223,3.17774,0.0,62.7647,99.4892,0.0,18.5176,51.1089,1.0,0.0,5.0,1.0,0.0,0.0,1.0,8.0,8.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
83.0,1.0,71.6359,97.8209,2.17913,0.0,20.1089,96.5717,0.0,31.0869,55.339,1.0,1.0,6.0,1.0,0.0,0.0,1.0,8.0,7.0,0.0,0.875,1.0,1.0,1.0,1.0,1.0,0
84.0,1.0,6.32245,98.5821,1.41789,0.0,75.3378,28.4163,0.0,7.19307,33.2845,1.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
85.0,1.0,45.3853,97.1299,2.87006,0.0,34.9543,8.24844,0.0,25.4786,44.3798,1.0,0.0,2.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0
86.0,1.0,6.21854,98.838,1.16195,0.0,19.1691,89.4963,0.0,25.6933,50.105,1.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
87.0,1.0,47.2955,97.0675,2.93255,0.0,97.6112,43.9505,0.0,17.2256,47.994,1.0,0.0,2.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
88.0,1.0,68.9338,98.8586,1.14143,0.0,2.02139,4.52403,0.0,19.6087,66.1061,1.0,1.0,5.0,1.0,0.0,0.0,1.0,7.0,7.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
89.0,1.0,69.2954,98.4884,1.51156,0.0,93.9811,80.8345,0.0,7.904,53.7131,1.0,0.0,3.0,1.0,0.0,0.0,1.0,7.0,7.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
90.0,1.0,17.5607,98.7665,1.23348,0.0,47.0956,45.5301,0.0,19.9043,5.33065,1.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
91.0,1.0,57.7333,96.9515,3.04852,1.0,81.2476,49.3313,0.0,28.3584,31.2547,1.0,1.0,8.0,0.0,11.0,1.0,0.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0
92.0,1.0,74.1941,98.2777,1.72226,0.0,0.293673,15.3413,0.0,8.84791,60.5966,1.0,0.0,5.0,1.0,0.0,0.0,1.0,8.0,8.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
93.0,1.0,45.4934,97.9727,2.0273,0.0,57.2239,53.8756,0.0,24.4497,8.19786,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
94.0,1.0,53.1922,97.1305,2.86945,0.0,46.3859,40.9085,0.0,15.8048,9.78345,1.0,0.0,3.0,1.0,0.0,0.0,1.0,6.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
95.0,1.0,69.5736,99.0814,0.91855,0.0,18.4592,43.2438,0.0,15.7547,32.2563,1.0,0.0,3.0,1.0,0.0,0.0,1.0,7.0,7.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
96.0,1.0,60.1484,98.018,1.98202,0.0,7.18826,25.2813,0.0,5.92236,49.4354,1.0,0.0,3.0,1.0,0.0,0.0,1.0,7.0,7.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
97.0,1.0,48.8396,97.2397,2.76032,0.0,99.0315,81.8445,0.0,8.93606,58.465,1.0,0.0,4.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
98.0,1.0,32.5621,98.769,1.23103,0.0,66.4169,93.0377,0.0,18.094,46.0626,1.0,0.0,3.0,1.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0.0,2.0,22.3913,93.66,1.72929,0.0,57.1363,44.7674,1.0,35.5491,8.84913,2.0,0.0,3.0,1.0,0.0,0.0,1.0,11.0,8.0,0.0,0.727273,1.0,1.0,1.0,1.0,1.0,0
1.0,2.0,65.5248,95.9021,2.4759,0.0,96.697,71.6352,1.0,6.20723,51.4655,2.0,0.0,1.0,1.0,0.0,0.0,1.0,20.0,13.0,0.0,0.65,1.0,1.0,1.0,1.0,1.0,0
2.0,2.0,76.3785,93.5076,2.40709,1.0,22.7523,53.6377,1.0,26.4782,27.4895,2.0,1.0,5.0,0.0,10.0,1.0,0.0,9.0,9.0,9.0,1.0,0.0,1.0,1.0,1.0,0.0,0
3.0,2.0,49.5391,92.5959,4.24494,0.0,0.179944,49.1927,1.0,14.0929,49.8266,2.0,0.0,2.0,1.0,0.0,0.0,1.0,7.0,5.0,0.0,0.714286,1.0,1.0,1.0,1.0,1.0,0
4.0,2.0,94.5054,94.3232,2.77749,0.0,79.3551,59.7677,1.0,11.9124,30.9375,2.0,0.0,2.0,1.0,0.0,0.0,1.0,15.0,11.0,0.0,0.733333,0.0,1.0,1.0,1.0,1.0,0
5.0,2.0,28.2284,95.3599,1.55816,0.0,38.4391,3.54682,1.0,15.5511,47.8702,2.0,0.0,3.0,1.0,0.0,0.0,1.0,17.0,11.0,0.0,0.647059,1.0,1.0,0.0,1.0,1.0,0
6.0,2.0,10.2326,93.8368,3.2713,0.0,34.9098,41.5072,1.0,24.587,17.3159,2.0,0.0,4.0,1.0,0.0,0.0,1.0,6.0,4.0,0.0,0.666667,1.0,1.0,1.0,1.0,1.0,0
7.0,2.0,63.0746,93.7397,2.94711,0.0,62.5502,17.095,1.0,11.8179,35.2171,2.0,0.0,3.0,1.0,0.0,0.0,1.0,10.0,6.0,0.0,0.6,1.0,1.0,1.0,1.0,1.0,0
8.0,2.0,53.1693,92.9264,4.03543,0.0,85.9458,93.2456,1.0,19.7029,56.2342,2.0,0.0,5.0,1.0,0.0,0.0,1.0,19.0,16.0,0.0,0.842105,0.0,1.0,1.0,1.0,1.0,0
9.0,2.0,66.9311,93.5309,4.03354,0.0,45.9551,5.80761,1.0,17.5321,44.3771,2.0,0.0,1.0,1.0,0.0,0.0,1.0,15.0,12.0,0.0,0.8,1.0,1.0,1.0,1.0,1.0,0
10.0,2.0,18.8228,94.6756,3.14365,0.0,32.3943,19.3521,1.0,3.37786,35.3448,2.0,0.0,4.0,1.0,0.0,0.0,1.0,6.0,5.0,0.0,0.833333,1.0,1.0,1.0,1.0,1.0,0
11.0,2.0,49.1672,93.1532,3.94876,0.0,30.3353,67.6829,1.0,41.5025,26.4459,2.0,0.0,3.0,1.0,0.0,0.0,1.0,8.0,5.0,0.0,0.625,1.0,1.0,1.0,1.0,1.0,0
12.0,2.0,136.019,94.4274,2.59636,1.0,29.5639,17.5085,2.0,8.6264,38.384,2.0,2.0,4.0,0.0,9.0,1.0,0.0,9.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1
13.0,2.0,102.636,91.539,4.80383,0.0,85.1952,7.29351,2.0,11.8819,55.3403,2.0,0.0,3.0,1.0,0.0,0.0,1.0,11.0,3.0,0.0,0.272727,1.0,1.0,1.0,1.0,1.0,1
14.0,2.0,95.4581,91.8446,3.16651,0.0,67.6533,21.9726,2.0,11.0213,33.1236,2.0,0.0,3.0,1.0,0.0,0.0,1.0,10.0,3.0,0.0,0.3,1.0,1.0,1.0,0.0,1.0,1
15.0,2.0,76.2622,95.2066,2.41533,0.0,90.2276,94.2721,2.0,24.0431,59.8187,2.0,0.0,4.0,1.0,0.0,0.0,1.0,8.0,2.0,0.0,0.25,0.0,1.0,1.0,1.0,0.0,1
16.0,2.0,44.9233,92.2367,4.02079,0.0,3.36146,5.33291,2.0,10.468,64.5779,2.0,0.0,3.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.2,1.0,1.0,1.0,1.0,0.0,1
