node_id,round,packet_rate,energy_remaining,label,layer1_flagged,ml_prediction,ml_threat_score,bc_verified,bc_reason,bc_confidence,final_decision
7.0,5.0,25.4244307732534,0.919375485493081,0.0,1.0,0.0,0.0,0,BLACKLISTED,1.0,BLOCKED
7.0,6.0,55.8146516528383,0.900269257848937,2.0,1.0,1.0,0.999828485553168,0,BLACKLISTED,1.0,BLOCKED
7.0,8.0,21.4019212453716,0.880383404767595,0.0,1.0,0.0,0.0,0,BLACKLISTED,1.0,BLOCKED
7.0,10.0,30.1730562368273,0.827889541537218,0.0,1.0,0.0,0.032712810006027,0,BLACKLISTED,1.0,BLOCKED
7.0,11.0,25.6747621534693,0.797020063408828,0.0,1.0,0.0,0.0,0,BLACKLISTED,1.0,BLOCKED
7.0,13.0,52.2704094720593,0.805079004326803,1.0,0.0,1.0,0.9996649278119136,0,BLACKLISTED,1.0,BLOCKED
7.0,13.0,56.9533775038051,0.770361919980343,1.0,1.0,1.0,0.9998432391142418,0,BLACKLISTED,1.0,BLOCKED
7.0,14.0,51.0546039922496,0.752413038418453,2.0,0.0,1.0,0.9984830672594472,0,BLACKLISTED,1.0,BLOCKED
7.0,15.0,28.3969251959843,0.766818786517091,0.0,1.0,0.0,0.0630710850191408,0,BLACKLISTED,1.0,BLOCKED
7.0,16.0,29.8144870789779,0.804100170892413,0.0,1.0,0.0,0.0858364865611691,0,BLACKLISTED,1.0,BLOCKED
7.0,20.0,27.8057798683181,0.733458633477783,0.0,1.0,0.0,0.001320079941096,0,BLACKLISTED,1.0,BLOCKED
8.0,2.0,52.5880828863753,0.9784893066953,2.0,0.0,1.0,0.9997153139242198,0,LOCATION_MISMATCH(dist=68.3m)+ENERGY_ANOMALY,0.6667,BLOCKED
8.0,3.0,19.2566348518267,0.962198372215383,0.0,1.0,0.0,0.0,0,BLACKLISTED,1.0,BLOCKED
8.0,4.0,16.2996963240421,0.928765559299493,0.0,1.0,0.0,0.0066666666666666,0,BLACKLISTED,1.0,BLOCKED
8.0,7.0,25.7652849893479,0.907778516850672,0.0,1.0,0.0,0.0,0,BLACKLISTED,1.0,BLOCKED
8.0,9.0,23.0967353569203,0.880895053105926,0.0,1.0,0.0,0.0,0,BLACKLISTED,1.0,BLOCKED
8.0,12.0,49.2571384179466,0.825340434383334,1.0,1.0,1.0,0.9923817386632016,0,BLACKLISTED,1.0,BLOCKED
8.0,13.0,29.316369626407,0.79267854519853,0.0,1.0,0.0,0.0518564702056238,0,BLACKLISTED,1.0,BLOCKED
8.0,14.0,26.3644072301307,0.750045290345511,0.0,1.0,0.0,0.0318176410176371,0,BLACKLISTED,1.0,BLOCKED
8.0,18.0,33.2789281423552,0.708969547181935,0.0,1.0,0.0,0.0891175733811381,0,BLACKLISTED,1.0,BLOCKED
8.0,20.0,29.1216469082053,0.683593767790372,0.0,1.0,0.0,0.0984380459965829,0,BLACKLISTED,1.0,BLOCKED
9.0,2.0,47.0682077287367,1.00611227008731,1.0,0.0,1.0,0.979876257605334,0,LOCATION_MISMATCH(dist=57.3m),0.3333,BLOCKED
9.0,2.0,42.7142689201273,1.00573152296577,1.0,1.0,1.0,0.8402470350297068,0,BLACKLISTED,1.0,BLOCKED
9.0,4.0,29.4435994124931,0.949774905118423,0.0,1.0,0.0,0.0112882490917123,0,BLACKLISTED,1.0,BLOCKED
9.0,6.0,27.9731719026715,0.868850831375565,0.0,1.0,0.0,0.0,0,BLACKLISTED,1.0,BLOCKED
9.0,7.0,31.0966697481532,0.933670572845645,0.0,1.0,0.0,0.0315311268662772,0,BLACKLISTED,1.0,BLOCKED
9.0,8.0,27.9950999217438,0.881207215153291,0.0,1.0,0.0,0.0,0,BLACKLISTED,1.0,BLOCKED
9.0,10.0,16.8098756473352,0.795976179692104,0.0,1.0,0.0,0.0066666666666666,0,BLACKLISTED,1.0,BLOCKED
9.0,13.0,47.703188777494,0.808841540963674,1.0,0.0,1.0,0.9693135658561084,0,BLACKLISTED,1.0,BLOCKED
9.0,13.0,41.8235901529207,0.794372689196574,1.0,1.0,1.0,0.9921418028762196,0,BLACKLISTED,1.0,BLOCKED
9.0,15.0,51.6289242716863,0.768553162050511,2.0,0.0,1.0,0.9563935735592968,0,BLACKLISTED,1.0,BLOCKED
9.0,16.0,23.0978312132072,0.792459526650906,0.0,1.0,0.0,0.0,0,BLACKLISTED,1.0,BLOCKED
9.0,20.0,41.6666072237644,0.699120135412285,0.0,0.0,1.0,0.8887005466464545,0,BLACKLISTED,1.0,BLOCKED
10.0,5.0,42.2923890081304,0.984526393848505,1.0,0.0,1.0,0.9164798234571728,0,LOCATION_MISMATCH(dist=72.1m),0.3333,BLOCKED
10.0,5.0,51.5825375268642,0.929200743505169,1.0,1.0,1.0,0.9991389311543094,0,BLACKLISTED,1.0,BLOCKED
10.0,6.0,61.6753136346706,0.913506343392001,2.0,0.0,1.0,0.9995285837977416,0,BLACKLISTED,1.0,BLOCKED
10.0,8.0,54.3396238652301,0.852189198453554,1.0,0.0,1.0,0.9865092054600212,0,BLACKLISTED,1.0,BLOCKED
10.0,8.0,60.80093228783,0.817152565966122,1.0,1.0,1.0,0.9998002468055768,0,BLACKLISTED,1.0,BLOCKED
10.0,9.0,42.2718399234617,0.876016727590544,1.0,0.0,1.0,0.9070867453180352,0,BLACKLISTED,1.0,BLOCKED
10.0,9.0,40.1451663130326,0.853325442165154,1.0,1.0,1.0,0.8880932065274146,0,BLACKLISTED,1.0,BLOCKED
10.0,10.0,42.2961465901232,0.86957847442257,1.0,0.0,1.0,0.9170470974189906,0,BLACKLISTED,1.0,BLOCKED
10.0,10.0,40.103430254602,0.838890683576151,1.0,1.0,1.0,0.9399052744761895,0,BLACKLISTED,1.0,BLOCKED
10.0,12.0,30.6504810735989,0.813196221824389,0.0,1.0,0.0,0.047678809062748,0,BLACKLISTED,1.0,BLOCKED
10.0,14.0,28.1657210811987,0.779029354175029,0.0,1.0,0.0,0.0,0,BLACKLISTED,1.0,BLOCKED
10.0,15.0,25.9363009189688,0.764899431603113,0.0,1.0,0.0,0.0,0,BLACKLISTED,1.0,BLOCKED
10.0,18.0,29.9846144648763,0.736904157686829,0.0,1.0,0.0,0.0294315221097915,0,BLACKLISTED,1.0,BLOCKED
11.0,4.0,36.9140024254941,0.911951502192952,1.0,1.0,1.0,0.8145524618025655,0,LOCATION_MISMATCH(dist=77.9m),0.3333,BLOCKED
11.0,4.0,31.6092930260002,0.954714662086674,1.0,1.0,1.0,0.5654115435015848,0,BLACKLISTED,1.0,BLOCKED
11.0,5.0,22.3544090903267,0.888661456534698,0.0,1.0,0.0,0.0,0,BLACKLISTED,1.0,BLOCKED
11.0,14.0,55.2016428597826,0.837327383330989,1.0,0.0,1.0,0.9996519864950124,0,BLACKLISTED,1.0,BLOCKED
11.0,14.0,59.4834039707519,0.800219112488321,1.0,1.0,1.0,0.9996868197716504,0,BLACKLISTED,1.0,BLOCKED
11.0,17.0,26.532552810083,0.766376229555602,0.0,1.0,0.0,0.0,0,BLACKLISTED,1.0,BLOCKED
11.0,20.0,45.7035308328909,0.762141895703393,1.0,1.0,1.0,0.9978110001351655,0,BLACKLISTED,1.0,BLOCKED
12.0,2.0,48.55571661221,0.948129255275657,1.0,1.0,1.0,0.913906872571697,0,LOCATION_MISMATCH(dist=47.8m),0.3333,BLOCKED
12.0,2.0,43.4988164851989,0.958254662924253,1.0,1.0,1.0,0.9804468764502462,0,BLACKLISTED,1.0,BLOCKED
12.0,3.0,23.8333597547433,0.990330171603048,0.0,1.0,0.0,0.0,0,BLACKLISTED,1.0,BLOCKED
12.0,4.0,27.8734554392516,0.977554203284929,0.0,1.0,0.0,0.0066666666666666,0,BLACKLISTED,1.0,BLOCKED
12.0,5.0,62.0520335418586,0.959095779775298,2.0,0.0,1.0,0.9997122403949708,0,BLACKLISTED,1.0,BLOCKED
12.0,12.0,47.7955352430871,0.826949813743116,1.0,1.0,1.0,0.9998700966139078,0,BLACKLISTED,1.0,BLOCKED
12.0,12.0,40.4428326917395,0.815132991638736,1.0,1.0,1.0,0.9747703277568114,0,BLACKLISTED,1.0,BLOCKED
12.0,16.0,25.0483569147706,0.737644104473183,0.0,1.0,0.0,0.0,0,BLACKLISTED,1.0,BLOCKED
12.0,17.0,30.7674241094957,0.726488816890538,0.0,1.0,0.0,0.0981569914886973,0,BLACKLISTED,1.0,BLOCKED
12.0,18.0,50.29139582962,0.701335624800965,1.0,0.0,1.0,0.9982058892553384,0,BLACKLISTED,1.0,BLOCKED
12.0,18.0,49.4468823441593,0.711883342035813,1.0,1.0,1.0,0.9926893274736128,0,BLACKLISTED,1.0,BLOCKED
13.0,1.0,47.8222371682655,1.0197713469887,2.0,1.0,1.0,0.9740390388189546,0,UNREGISTERED_NODE,0.95,BLOCKED
13.0,2.0,43.9151146362932,0.961765394755742,1.0,0.0,1.0,0.9711741420885344,0,BLACKLISTED,1.0,BLOCKED
13.0,2.0,51.8132727799023,0.920660495261906,1.0,1.0,1.0,0.9986748329055296,0,BLACKLISTED,1.0,BLOCKED
13.0,3.0,26.8959701442316,0.963827828773715,0.0,1.0,0.0,0.0,0,BLACKLISTED,1.0,BLOCKED
13.0,4.0,28.9982103909064,0.930816198947167,0.0,1.0,0.0,0.025935911079579,0,BLACKLISTED,1.0,BLOCKED
13.0,5.0,29.5952540459011,0.892695430025096,0.0,1.0,0.0,0.0,0,BLACKLISTED,1.0,BLOCKED
13.0,8.0,35.3053009537126,0.925843580219295,0.0,1.0,0.0,0.0962327756429086,0,BLACKLISTED,1.0,BLOCKED
13.0,10.0,33.5901002326667,0.851438917036726,0.0,1.0,0.0,0.1120602020297875,0,BLACKLISTED,1.0,BLOCKED
13.0,15.0,30.6450970618269,0.773977072156649,0.0,1.0,0.0,0.0262037908474307,0,BLACKLISTED,1.0,BLOCKED
13.0,16.0,31.102140103332,0.719751764150182,0.0,1.0,0.0,0.0467918567516171,0,BLACKLISTED,1.0,BLOCKED
13.0,17.0,19.8400504759077,0.744101956642928,0.0,1.0,0.0,0.0,0,BLACKLISTED,1.0,BLOCKED
13.0,18.0,65.4604844064731,0.756500907454799,2.0,0.0,1.0,0.9913181070338916,0,BLACKLISTED,1.0,BLOCKED
13.0,19.0,48.3662409168987,0.715796981746405,1.0,0.0,1.0,0.99284741639181,0,BLACKLISTED,1.0,BLOCKED
13.0,19.0,48.3537418960884,0.696321469630109,1.0,1.0,1.0,0.9993978187598688,0,BLACKLISTED,1.0,BLOCKED
13.0,20.0,44.0655105592501,0.679592114633738,1.0,1.0,1.0,0.965262626084689,0,BLACKLISTED,1.0,BLOCKED
14.0,5.0,47.5290910938868,0.890521533050695,1.0,1.0,1.0,0.9974383885981088,0,LOCATION_MISMATCH(dist=64.8m),0.3333,BLOCKED
14.0,6.0,29.3641663790969,0.911432728471551,0.0,1.0,0.0,0.0636418974189526,0,BLACKLISTED,1.0,BLOCKED
14.0,8.0,21.7221249682375,0.872956256154744,0.0,1.0,0.0,0.0,0,BLACKLISTED,1.0,BLOCKED
14.0,9.0,21.7676040719697,0.912588453090468,0.0,1.0,0.0,0.0,0,BLACKLISTED,1.0,BLOCKED
14.0,11.0,32.5624768913565,0.886965138698954,0.0,1.0,0.0,0.0086110029555901,0,BLACKLISTED,1.0,BLOCKED
14.0,18.0,17.5633573787533,0.73541423556387,0.0,1.0,0.0,0.0,0,BLACKLISTED,1.0,BLOCKED
14.0,19.0,55.3736303601048,0.667502826094965,1.0,0.0,1.0,0.996332205986843,0,BLACKLISTED,1.0,BLOCKED
14.0,19.0,50.3028045957405,0.654078144154035,1.0,1.0,1.0,0.9932378682115878,0,BLACKLISTED,1.0,BLOCKED
15.0,2.0,28.4191620294359,0.965912121162098,0.0,1.0,0.0,0.0,0,LOCATION_MISMATCH(dist=48.8m),0.3333,BLOCKED
15.0,4.0,54.7490693541704,0.960280192264772,1.0,0.0,1.0,0.9982796061668584,0,BLACKLISTED,1.0,BLOCKED
15.0,4.0,49.8793213493018,0.930870822047093,1.0,1.0,1.0,0.99888695043955,0,BLACKLISTED,1.0,BLOCKED
15.0,5.0,26.9217697173857,0.866160800744119,0.0,1.0,0.0,0.0,0,BLACKLISTED,1.0,BLOCKED
15.0,8.0,28.2701621433884,0.862036335371587,0.0,1.0,0.0,0.0,0,BLACKLISTED,1.0,BLOCKED
15.0,12.0,35.6020453797737,0.808333622454511,0.0,1.0,0.0,0.2280401905239178,0,BLACKLISTED,1.0,BLOCKED
15.0,15.0,28.8026481493047,0.79646644899713,1.0,1.0,1.0,0.5266413722397584,0,BLACKLISTED,1.0,BLOCKED
15.0,17.0,30.890721556229,0.730497050729137,0.0,1.0,0.0,0.0204900436771496,0,BLACKLISTED,1.0,BLOCKED
15.0,18.0,31.4648860601686,0.762357597073587,0.0,1.0,0.0,0.0225359164751272,0,BLACKLISTED,1.0,BLOCKED
15.0,19.0,37.5512832179293,0.703844632816393,1.0,0.0,1.0,0.7337084194714559,0,BLACKLISTED,1.0,BLOCKED
15.0,19.0,41.9292419369736,0.701917829054934,1.0,1.0,1.0,0.9770342782721066,0,BLACKLISTED,1.0,BLOCKED
15.0,20.0,23.0609465470844,0.723459546788431,0.0,1.0,0.0,0.0080509851064156,0,BLACKLISTED,1.0,BLOCKED
16.0,6.0,34.3711347206249,0.939606319867115,0.0,1.0,0.0,0.0255302395691291,0,LOCATION_MISMATCH(dist=49.6m),0.3333,BLOCKED
16.0,7.0,22.5843964025303,0.840423789800729,0.0,1.0,0.0,0.0,0,BLACKLISTED,1.0,BLOCKED
16.0,9.0,50.914630529035,0.852617901702858,1.0,1.0,1.0,0.9751716812127468,0,BLACKLISTED,1.0,BLOCKED
16.0,9.0,54.8949974491404,0.828349623491145,1.0,1.0,1.0,0.9999045348782544,0,BLACKLISTED,1.0,BLOCKED
16.0,10.0,64.1628371890098,0.833312913583638,2.0,0.0,1.0,0.9968675761251298,0,BLACKLISTED,1.0,BLOCKED
16.0,14.0,43.7936001729855,0.814775933820402,1.0,0.0,1.0,0.9549220985637829,0,BLACKLISTED,1.0,BLOCKED
16.0,14.0,43.8011963932445,0.776903129700118,1.0,1.0,1.0,0.9994498925899612,0,BLACKLISTED,1.0,BLOCKED
16.0,15.0,26.849525980426,0.741431167119688,0.0,1.0,0.0,0.0117496962332928,0,BLACKLISTED,1.0,BLOCKED
16.0,16.0,33.0055820106212,0.771396130966214,0.0,1.0,0.0,0.0672343511277906,0,BLACKLISTED,1.0,BLOCKED
17.0,1.0,27.1164395456021,0.977565242560332,0.0,1.0,0.0,0.0,1,VERIFIED,1.0,ALLOWED
17.0,2.0,44.9774103721179,0.955690175108219,1.0,0.0,1.0,0.9976319636295112,0,LOCATION_MISMATCH(dist=86.3m),0.3333,BLOCKED
17.0,2.0,42.1687572361444,0.942785329464104,1.0,1.0,1.0,0.9995224545250004,0,BLACKLISTED,1.0,BLOCKED
17.0,8.0,43.9621963180889,0.888951384739499,1.0,0.0,1.0,0.989016940956846,0,BLACKLISTED,1.0,BLOCKED
17.0,12.0,40.0594039230696,0.797098651911336,1.0,0.0,1.0,0.7814747601868008,0,BLACKLISTED,1.0,BLOCKED
17.0,12.0,42.7550952306088,0.801738898397349,1.0,1.0,1.0,0.9902322146722192,0,BLACKLISTED,1.0,BLOCKED
17.0,13.0,39.8094736584388,0.798881757379317,1.0,0.0,1.0,0.8733613605460332,0,BLACKLISTED,1.0,BLOCKED
17.0,13.0,37.0952840038061,0.744253947291158,1.0,1.0,1.0,0.6964565285897861,0,BLACKLISTED,1.0,BLOCKED
18.0,1.0,62.4962874978518,0.978093041399636,2.0,0.0,1.0,0.9592125854538358,0,UNREGISTERED_NODE,0.95,BLOCKED
18.0,5.0,19.8126952207438,0.918662982486934,0.0,1.0,0.0,0.0,0,BLACKLISTED,1.0,BLOCKED
18.0,10.0,28.4191702637274,0.859129678982488,0.0,1.0,0.0,0.0066666666666666,0,BLACKLISTED,1.0,BLOCKED
18.0,12.0,24.5829505553472,0.833529079315671,0.0,1.0,0.0,0.0,0,BLACKLISTED,1.0,BLOCKED
18.0,13.0,49.6251723372754,0.828415228982012,1.0,0.0,1.0,0.998532639870009,0,BLACKLISTED,1.0,BLOCKED
18.0,13.0,47.2667165123852,0.801640240461821,1.0,1.0,1.0,0.9932378682115878,0,BLACKLISTED,1.0,BLOCKED
18.0,14.0,25.8412784305649,0.717216138204871,0.0,1.0,0.0,0.0110992673828597,0,BLACKLISTED,1.0,BLOCKED
18.0,16.0,45.7420121428514,0.745732606429094,2.0,1.0,1.0,0.9286399995050146,0,BLACKLISTED,1.0,BLOCKED
18.0,17.0,29.1299786097362,0.717460677834742,0.0,1.0,0.0,0.1083152349773668,0,BLACKLISTED,1.0,BLOCKED
19.0,1.0,25.0473974912984,0.928819124225723,0.0,1.0,0.0,0.0,1,VERIFIED,1.0,ALLOWED
19.0,4.0,40.1790809980717,0.98001525975822,1.0,1.0,1.0,0.8783621845193771,0,LOCATION_MISMATCH(dist=21.9m)+ENERGY_ANOMALY,0.6667,BLOCKED
19.0,4.0,38.8297863293865,0.968234845133065,1.0,1.0,1.0,0.8342684363509911,0,BLACKLISTED,1.0,BLOCKED
19.0,9.0,29.5683229445282,0.841305359037338,0.0,1.0,0.0,0.0288245513053933,0,BLACKLISTED,1.0,BLOCKED
19.0,10.0,25.3808540863472,0.908588716789333,0.0,1.0,0.0,0.0,0,BLACKLISTED,1.0,BLOCKED
19.0,11.0,19.795887428287,0.835671470865869,0.0,1.0,0.0,0.0,0,BLACKLISTED,1.0,BLOCKED
19.0,14.0,30.1409568488454,0.783745904252159,0.0,1.0,0.0,0.0142967910333179,0,BLACKLISTED,1.0,BLOCKED
19.0,18.0,28.3633149640935,0.734686149706751,0.0,1.0,0.0,0.0013477957364549,0,BLACKLISTED,1.0,BLOCKED
19.0,19.0,24.133487145078,0.75265928454442,0.0,1.0,0.0,0.0,0,BLACKLISTED,1.0,BLOCKED
20.0,1.0,24.5748143826312,0.95797339220847,0.0,1.0,0.0,0.0,1,VERIFIED,1.0,ALLOWED
20.0,3.0,40.4159943482335,0.920280922826678,1.0,0.0,1.0,0.9476798216446196,0,LOCATION_MISMATCH(dist=95.2m),0.3333,BLOCKED
20.0,3.0,42.3446726724975,0.909745589548911,1.0,1.0,1.0,0.980321124185248,0,BLACKLISTED,1.0,BLOCKED
20.0,4.0,34.2386558954778,0.961257938128207,0.0,1.0,0.0,0.0685439815696987,0,BLACKLISTED,1.0,BLOCKED
20.0,9.0,28.8169778833797,0.839294966937252,0.0,1.0,0.0,0.0060394610202117,0,BLACKLISTED,1.0,BLOCKED
20.0,11.0,28.4002115858791,0.831619792145878,0.0,1.0,0.0,0.0626964094593918,0,BLACKLISTED,1.0,BLOCKED
20.0,13.0,43.3827743590011,0.847005547860461,1.0,0.0,1.0,0.99759988266967,0,BLACKLISTED,1.0,BLOCKED
20.0,13.0,43.0684473858219,0.878013668118538,1.0,1.0,1.0,0.9717092212199716,0,BLACKLISTED,1.0,BLOCKED
20.0,14.0,21.8006151417689,0.75927680432798,0.0,1.0,0.0,0.0151465503172947,0,BLACKLISTED,1.0,BLOCKED
20.0,15.0,25.1482213431784,0.769494668946575,0.0,1.0,0.0,0.0050830295666261,0,BLACKLISTED,1.0,BLOCKED
20.0,17.0,26.7204788284573,0.737772380028963,0.0,1.0,0.0,0.006184931928787,0,BLACKLISTED,1.0,BLOCKED
20.0,19.0,25.6880356147137,0.719722150550315,0.0,1.0,0.0,0.0,0,BLACKLISTED,1.0,BLOCKED
21.0,4.0,21.0748750606643,0.92192227644308,0.0,1.0,0.0,0.0034459088412959,0,LOCATION_MISMATCH(dist=42.4m),0.3333,BLOCKED
21.0,5.0,25.9630853109729,0.941572445902375,0.0,1.0,0.0,0.0,0,BLACKLISTED,1.0,BLOCKED
21.0,6.0,69.7275400116092,0.949611048521865,1.0,1.0,1.0,0.9865712015449212,0,BLACKLISTED,1.0,BLOCKED
21.0,6.0,70.5906227873974,0.915183233762991,1.0,1.0,1.0,0.9998432391142418,0,BLACKLISTED,1.0,BLOCKED
21.0,7.0,40.9317259702743,0.908288927910615,0.0,1.0,0.0,0.4658609433347218,0,BLACKLISTED,1.0,BLOCKED
21.0,14.0,23.7742132356119,0.82557993812276,0.0,1.0,0.0,0.0066666666666666,0,BLACKLISTED,1.0,BLOCKED
21.0,15.0,35.2469889898593,0.789748626374041,0.0,1.0,0.0,0.0724658484311482,0,BLACKLISTED,1.0,BLOCKED
